price,area,bedrooms,toilets,direction,district,address,street,views,price_per_m2,room_density,quality_label
11.0,94.0,3,2,Unknown,Q.Tân Bình,"Đường Thái Thị Nhạn, Phường 10, Tân Bình",Thái Thị Nhạn,60,0.11702127659574468,0.05319148936170213,Budget
15.0,150.0,3,3,Unknown,Q.8,"Đường Tạ Quang Bửu, Phường 5, Quận 8",Tạ Quang Bửu,56,0.1,0.04,Budget
16.0,99.0,3,2,Unknown,Q.9,"Đường Song Hành, Phường Phú Hữu, Quận 9",Song Hành,43,0.16161616161616163,0.050505050505050504,Budget
15.0,82.0,3,2,Unknown,Q.9,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9",Nguyễn Xiển,61,0.18292682926829268,0.06097560975609756,Budget
18.0,100.0,3,2,Unknown,Q.7,"Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7",Nguyễn Lương Bằng,63,0.18,0.05,Budget
30.0,126.0,0,0,Unknown,Q.1,"Dự án Vinhomes Golden River Ba Son, Đường Tôn Đức Thắng, Phường Bến Thành, Quận 1",Tôn Đức Thắng,93,0.23809523809523808,0.0,Budget
15.0,92.0,3,2,Unknown,Q.9,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9",Nguyễn Xiển,31,0.16304347826086957,0.05434782608695652,Budget
15.0,100.0,3,2,Unknown,Q.9,"Đường Song Hành, Phường Phú Hữu, Quận 9",Song Hành,56,0.15,0.05,Budget
5.0,48.0,2,1,North,Q.Bình Tân,"CHUNG CƯ AN GIA STAR A20-20 Đường Quốc Lộ 1, Phường Tân Tạo, Bình Tân",Quốc Lộ 1,14,0.10416666666666667,0.0625,Budget
12.0,86.0,2,2,Unknown,Q.6,"Dự án An Phú Apartment, Đường Hậu Giang, Phường 11, Quận 6",Hậu Giang,80,0.13953488372093023,0.046511627906976744,Budget
9.0,101.0,2,2,Unknown,H.Nhà Bè,"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè",Lê Văn Lương,119,0.0891089108910891,0.039603960396039604,Budget
12.5,53.0,1,1,Unknown,Q.3,"Đường Võ Văn Tần, Phường 5, Quận 3",Võ Văn Tần,39,0.2358490566037736,0.03773584905660377,Budget
10.0,86.0,0,0,Unknown,Q.6,"Đường Bình Phú, Phường 10, Quận 6",Bình Phú,75,0.11627906976744186,0.0,Budget
18.0,89.0,0,0,Unknown,Q.11,"Đường Lê Đại Hành, Phường 15, Quận 11",Lê Đại Hành,75,0.20224719101123595,0.0,Budget
15.0,100.0,2,2,Unknown,Q.Phú Nhuận,"20 Đường Hoàng Minh Giám, Phường 9, Phú Nhuận",Hoàng Minh Giám,53,0.15,0.04,Budget
14.0,70.0,2,2,Unknown,Q.8,"Đường Tạ Quang Bửu, Phường 5, Quận 8",Tạ Quang Bửu,55,0.2,0.05714285714285714,Budget
11.0,45.0,1,1,Unknown,Q.Tân Bình,"Đường Hồng Hà, Phường 2, Tân Bình",Hồng Hà,47,0.24444444444444444,0.044444444444444446,Budget
15.0,57.0,0,0,Unknown,Q.4,"Đường Nguyễn Khoái, Phường 2, Quận 4",Nguyễn Khoái,82,0.2631578947368421,0.0,Standard
28.0,133.0,0,0,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,56,0.21052631578947367,0.0,Budget
19.0,87.0,2,2,Unknown,Q.10,"Đường 3/2, Phường 12, Quận 10",3/2,78,0.21839080459770116,0.04597701149425287,Budget
27.0,135.0,3,2,Unknown,Q.10,"Đường 3/2, Phường 12, Quận 10",3/2,35,0.2,0.037037037037037035,Budget
27.0,73.0,2,2,Unknown,Q.10,"Đường Tô Hiến Thành, Phường 14, Quận 10",Tô Hiến Thành,45,0.3698630136986301,0.0547945205479452,Premium
29.0,130.0,0,0,Unknown,Q.7,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7",Nguyễn Hữu Thọ,52,0.2230769230769231,0.0,Budget
10.0,36.0,1,1,Unknown,Q.5,"Đường An Dương Vương, Phường 4, Quận 5",An Dương Vương,88,0.2777777777777778,0.05555555555555555,Standard
20.0,80.0,2,2,Unknown,Q.5,"Đường An Dương Vương, Phường 4, Quận 5",An Dương Vương,67,0.25,0.05,Standard
15.0,80.0,0,0,Unknown,Q.10,"Đường Tô Hiến Thành, Phường 14, Quận 10",Tô Hiến Thành,41,0.1875,0.0,Budget
10.0,82.0,2,1,Unknown,Q.4,"Đường Tôn Thất Thuyết, Phường 1, Quận 4",Tôn Thất Thuyết,101,0.12195121951219512,0.036585365853658534,Budget
6.5,52.0,1,1,Unknown,Q.Tân Bình,"Đường Ba Vân, Phường 14, Tân Bình",Ba Vân,107,0.125,0.038461538461538464,Budget
11.0,75.0,2,2,Unknown,Q.6,"Dự án Viva Riverside, Đường Võ Văn Kiệt, Phường 3, Quận 6",Võ Văn Kiệt,73,0.14666666666666667,0.05333333333333334,Budget
23.0,110.0,2,0,Unknown,Q.1,"Đường Trần Quang Khải, Phường Tân Định, Quận 1",Trần Quang Khải,11,0.20909090909090908,0.01818181818181818,Budget
15.0,80.0,3,3,Unknown,Q.1,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1",Nguyễn Trãi,20,0.1875,0.075,Budget
7.5,50.0,2,1,Unknown,Q.11,"Đường Lạc Long Quân, Phường 11, Quận 11",Lạc Long Quân,74,0.15,0.06,Budget
21.0,98.0,3,2,Unknown,Q.Tân Phú,"Đường N1, Phường Sơn Kỳ, Tân Phú",N1,16,0.21428571428571427,0.05102040816326531,Budget
43.0,116.0,4,3,Unknown,Q.3,"Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3",Nam Kỳ Khởi Nghĩa,17,0.3706896551724138,0.0603448275862069,Premium
13.0,70.0,2,2,Unknown,Q.3,"590 Đường Cách Mạng Tháng Tám, Phường 11, Quận 3",Cách Mạng Tháng Tám,28,0.18571428571428572,0.05714285714285714,Budget
9.0,80.0,3,1,Unknown,Q.11,"Đường 8, Phường 8, Quận 11",8,89,0.1125,0.05,Budget
16.0,93.0,2,1,Unknown,Q.Phú Nhuận,"Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận",Nguyễn Thượng Hiền,32,0.17204301075268819,0.03225806451612903,Budget
18.0,115.0,3,2,Unknown,Q.Phú Nhuận,"Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận",Nguyễn Thượng Hiền,58,0.1565217391304348,0.043478260869565216,Budget
20.0,100.0,3,2,Unknown,Q.4,"Đường Nguyễn Khoái, Phường 1, Quận 4",Nguyễn Khoái,75,0.2,0.05,Budget
28.8,79.0,2,2,Unknown,Q.2,"Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2",Xa Lộ Hà Nội,23,0.36455696202531646,0.05063291139240506,Premium
14.0,73.0,2,2,Unknown,Q.7,"Đường D4, Phường Tân Hưng, Quận 7",D4,17,0.1917808219178082,0.0547945205479452,Budget
8.0,48.0,1,1,Unknown,Q.10,"Đường Sư Vạn Hạnh, Phường 13, Quận 10",Sư Vạn Hạnh,38,0.16666666666666666,0.041666666666666664,Budget
8.5,50.0,1,1,Unknown,Q.3,"Đường Cách Mạng Tháng Tám, Phường 11, Quận 3",Cách Mạng Tháng Tám,21,0.17,0.04,Budget
12.0,75.0,2,2,Unknown,Q.Tân Bình,"Đường Cộng Hòa, Phường 12, Tân Bình",Cộng Hòa,27,0.16,0.05333333333333334,Budget
20.0,24.0,1,1,Unknown,Q.1,"Đường Hàm Nghi, Phường Bến Nghé, Quận 1",Hàm Nghi,32,0.8333333333333334,0.08333333333333333,Premium
35.0,90.0,0,0,Unknown,Q.1,"Đường Lê Lai, Phường Phạm Ngũ Lão, Quận 1",Lê Lai,17,0.3888888888888889,0.0,Premium
12.0,120.0,2,2,Unknown,Q.Tân Bình,"Đường Lý Thường Kiệt, Phường 6, Tân Bình",Lý Thường Kiệt,47,0.1,0.03333333333333333,Budget
29.0,90.0,2,2,Unknown,Q.Bình Thạnh,"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Nguyễn Hữu Cảnh,12,0.32222222222222224,0.044444444444444446,Standard
35.0,153.0,1,1,Unknown,Q.1,"Đường Pasteur, Phường Bến Nghé, Quận 1",Pasteur,14,0.22875816993464052,0.013071895424836602,Budget
8.0,60.0,1,1,Unknown,Q.Bình Thạnh,"Đường Chu Văn An, Phường 26, Bình Thạnh",Chu Văn An,44,0.13333333333333333,0.03333333333333333,Budget
27.0,90.0,3,2,Unknown,Q.Phú Nhuận,"Đường Trương Quốc Dung, Phường 8, Phú Nhuận",Trương Quốc Dung,13,0.3,0.05555555555555555,Standard
9.0,67.0,2,1,Unknown,Q.Bình Thạnh,"Đường Vũ Huy Tấn, Phường 3, Bình Thạnh",Vũ Huy Tấn,38,0.13432835820895522,0.04477611940298507,Budget
15.0,97.0,2,2,Unknown,Q.11,"Đường Lê Đại Hành, Phường 15, Quận 11",Lê Đại Hành,42,0.15463917525773196,0.041237113402061855,Budget
1.0,112.0,2,2,Unknown,Q.Tân Bình,"Đường Bạch Đằng, Phường 2, Tân Bình",Bạch Đằng,42,0.008928571428571428,0.03571428571428571,Budget
28.0,108.0,3,2,Unknown,Q.Phú Nhuận,"Đường Nguyễn Văn Trỗi, Phường 11, Phú Nhuận",Nguyễn Văn Trỗi,14,0.25925925925925924,0.046296296296296294,Standard
15.0,75.0,2,2,Unknown,Q.Tân Bình,"Đường Cộng Hoà, Phường 12, Tân Bình",Cộng Hòa,15,0.2,0.05333333333333334,Budget
16.0,94.0,3,1,Unknown,Q.Tân Bình,"Đường Hoàng Hoa Thám, Phường 13, Tân Bình",Hoàng Hoa Thám,20,0.1702127659574468,0.0425531914893617,Budget
12.0,50.0,0,0,Unknown,Q.Tân Bình,"Đường Lê Duy Nhuận, Phường 12, Tân Bình",Lê Duy Nhuận,24,0.24,0.0,Budget
33.0,160.0,3,2,Unknown,Q.7,"Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7",Nguyễn Đức Cảnh,18,0.20625,0.03125,Budget
48.0,133.0,3,3,Unknown,Q.Bình Thạnh,"Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh",Nguyễn Hữu Cảnh,55,0.3609022556390977,0.045112781954887216,Premium
24.0,150.0,3,3,Unknown,Q.Phú Nhuận,"Đường Hoa Sứ, Phường 7, Phú Nhuận",Hoa Sứ,34,0.16,0.04,Budget
15.0,80.0,3,3,Unknown,Q.1,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1",Nguyễn Trãi,20,0.1875,0.075,Budget
9.5,25.0,1,1,Unknown,Q.1,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1",Lê Thánh Tôn,31,0.38,0.08,Premium
19.0,57.0,2,2,Unknown,Q.3,"Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3",Nam Kỳ Khởi Nghĩa,31,0.3333333333333333,0.07017543859649122,Standard
5.0,35.0,1,1,Unknown,Q.11,"Đường Hòa Bình, Phường 3, Quận 11",Hòa Bình,80,0.14285714285714285,0.05714285714285714,Budget
13.5,150.0,3,2,Unknown,Q.8,"Đường Tạ Quang Bửu, Phường 5, Quận 8",Tạ Quang Bửu,159,0.09,0.03333333333333333,Budget
13.5,70.0,2,2,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,105,0.19285714285714287,0.05714285714285714,Budget
12.0,67.0,2,2,Unknown,Q.11,"Đường Nguyễn Thị Nhỏ, Phường 15, Quận 11",Nguyễn Thị Nhỏ,58,0.1791044776119403,0.05970149253731343,Budget
18.0,195.0,4,3,Unknown,Q.Tân Bình,"Đường Phan Huy Ích, Phường 15, Tân Bình",Phan Huy Ích,17,0.09230769230769231,0.035897435897435895,Budget
40.0,116.0,3,2,Unknown,Q.1,"Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1",Võ Văn Kiệt,18,0.3448275862068966,0.04310344827586207,Premium
12.0,70.0,2,2,Unknown,Q.Bình Thạnh,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh",Xô Viết Nghệ Tĩnh,68,0.17142857142857143,0.05714285714285714,Budget
13.0,130.0,0,0,Unknown,Q.7,"Đường Nguyễn Hữu Thọ, Phường Tân Kiểng, Quận 7",Nguyễn Hữu Thọ,80,0.1,0.0,Budget
7.0,54.0,1,1,Unknown,Q.11,"Dự án Tân Phước Plaza Đường Lý Nam Đế, Phường 7, Quận 11",Lý Nam Đế,69,0.12962962962962962,0.037037037037037035,Budget
12.0,56.0,2,2,Unknown,Q.1,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1",Cống Quỳnh,19,0.21428571428571427,0.07142857142857142,Budget
44.0,158.0,3,3,Unknown,Q.2,"Đường Nguyễn Văn Giáp, Phường An Phú, Quận 2",Nguyễn Văn Giáp,38,0.27848101265822783,0.0379746835443038,Standard
11.0,76.0,0,0,Unknown,Q.6,"Đường Võ Văn Kiệt, Phường 3, Quận 6",Võ Văn Kiệt,69,0.14473684210526316,0.0,Budget
11.0,78.0,2,2,Unknown,Q.6,"Dự án Viva Riverside, Đường Võ Văn Kiệt, Phường 3, Quận 6",Võ Văn Kiệt,84,0.14102564102564102,0.05128205128205128,Budget
11.0,75.0,2,2,Unknown,Q.6,"Viva Riverside, 1472, Đường Võ Văn Kiệt, Phường 3, Quận 6",Võ Văn Kiệt,80,0.14666666666666667,0.05333333333333334,Budget
7.0,30.0,1,1,Unknown,H.Bình Chánh,"36/38 Đường 9A, Xã Bình Hưng, Bình Chánh",9A,22,0.23333333333333334,0.06666666666666667,Budget
13.0,58.0,2,1,Unknown,Q.8,"Đường Lê Quang Kim, Phường 8, Quận 8",Lê Quang Kim,71,0.22413793103448276,0.05172413793103448,Budget
8.0,73.0,2,2,Unknown,Q.8,"Đường Võ Văn Kiệt, Phường 16, Quận 8",Võ Văn Kiệt,75,0.1095890410958904,0.0547945205479452,Budget
15.0,40.0,1,1,Unknown,Q.1,"hẻm 8A Đường Thái Văn Lung, Phường Bến Nghé, Quận 1",Thái Văn Lung,87,0.375,0.05,Premium
8.0,60.0,1,1,Unknown,Q.Tân Bình,"52 Đường Trần Văn Quang, Phường 10, Tân Bình",Trần Văn Quang,47,0.13333333333333333,0.03333333333333333,Budget
15.0,85.0,2,2,Unknown,Q.3,"27 Đường Nguyễn Văn Mai, Phường 9, Quận 3",Nguyễn Văn Mai,79,0.17647058823529413,0.047058823529411764,Budget
7.5,35.0,1,1,Unknown,Q.11,"Đường Ông Bích Khiêm, Phường 14, Quận 11",Ông Bích Khiêm,54,0.21428571428571427,0.05714285714285714,Budget
6.2,29.0,1,0,Unknown,Q.1,"221/4A Đường Trần Quang Khải, Phường Tân Định, Quận 1",Trần Quang Khải,74,0.21379310344827587,0.034482758620689655,Budget
12.0,52.0,2,0,Unknown,Q.1,"Đường Nam Quốc Cang, Phường Phạm Ngũ Lão, Quận 1",Nam Quốc Cang,84,0.23076923076923078,0.038461538461538464,Budget
5.5,20.0,0,0,Unknown,Q.10,"58/1 Đường Đồng Nai, Phường 15, Quận 10",Đồng Nai,33,0.275,0.0,Standard
7.5,32.0,1,1,Unknown,Q.1,"214b Đường Nguyễn Trãi, Phường Bến Thành, Quận 1",Nguyễn Trãi,87,0.234375,0.0625,Budget
7.0,22.0,0,0,Unknown,Q.11,"400/16-17, Đường Hồng Bàng, Phường 15, Quận 11",Hồng Bàng,53,0.3181818181818182,0.0,Standard
6.5,22.0,1,1,Unknown,Q.10,"Đường Tô Hiến Thành, Phường 15, Quận 10",Tô Hiến Thành,50,0.29545454545454547,0.09090909090909091,Standard
5.0,40.0,0,0,Unknown,Q.9,"Đường Dương Đình Hội, Phường Phước Long B, Quận 9",Dương Đình Hội,77,0.125,0.0,Budget
4.8,18.0,0,0,Unknown,Q.4,"449 Đường Đoàn Văn Bơ, Phường 13, Quận 4",Đoàn Văn Bơ,62,0.26666666666666666,0.0,Standard
12.0,100.0,3,3,Unknown,Q.Gò Vấp,"Đường Phan Văn Trị, Phường 7, Gò Vấp",Phan Văn Trị,93,0.12,0.06,Budget
17.0,90.0,2,2,Unknown,Q.1,"Đường Thạch Thị Thanh, Phường Tân Định, Quận 1",Thạch Thị Thanh,85,0.18888888888888888,0.044444444444444446,Budget
20.0,73.0,2,2,Unknown,Q.5,"Đường An Dương Vương, Phường 4, Quận 5",An Dương Vương,50,0.273972602739726,0.0547945205479452,Standard
20.0,87.0,2,2,Unknown,Q.11,"Đường Lê Đại Hành, Phường 15, Quận 11",Lê Đại Hành,64,0.22988505747126436,0.04597701149425287,Budget
20.0,100.0,3,2,Unknown,Q.Tân Phú,"Đường N1, Phường Sơn Kỳ, Tân Phú",N1,40,0.2,0.05,Budget
20.0,100.0,3,2,Unknown,Q.Phú Nhuận,"Đường Phổ Quang, Phường 9, Phú Nhuận",Phổ Quang,56,0.2,0.05,Budget
25.0,140.0,3,2,Unknown,Q.3,"Đường Trần Văn Đang, Phường 11, Quận 3",Trần Văn Đang,27,0.17857142857142858,0.03571428571428571,Budget
8.0,30.0,0,0,Unknown,Q.3,"425/3-5 Đường Nguyễn Đình Chiểu, Phường 5, Quận 3",Nguyễn Đình Chiểu,49,0.26666666666666666,0.0,Standard
12.0,115.0,2,2,Unknown,Q.8,"Đường Tạ Quang Bửu, Phường 5, Quận 8",Tạ Quang Bửu,31,0.10434782608695652,0.034782608695652174,Budget
21.0,75.0,2,2,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,64,0.28,0.05333333333333334,Standard
28.0,117.0,0,0,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,43,0.23931623931623933,0.0,Budget
27.5,125.0,3,2,Unknown,Q.7,"Đường Nguyễn Văn Linh, Phường Tân Phú, Quận 7",Nguyễn Văn Linh,47,0.22,0.04,Budget
25.0,130.0,0,0,Unknown,Q.10,"Đường 3/2, Phường 12, Quận 10",3/2,42,0.19230769230769232,0.0,Budget
25.0,133.0,3,2,Unknown,Q.10,"Đường 3/2, Phường 12, Quận 10",3/2,33,0.18796992481203006,0.03759398496240601,Budget
42.0,71.0,0,0,Unknown,Q.1,"The Marq, 29B, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1",Nguyễn Đình Chiểu,93,0.5915492957746479,0.0,Premium
12.0,81.0,2,2,Unknown,Q.Tân Bình,"Đường Trương Công Định, Phường 14, Tân Bình",Trương Công Định,33,0.14814814814814814,0.04938271604938271,Budget
8.5,72.0,2,2,Unknown,Q.9,"Dự án Căn hộ Hausneo, Đường Liên Phường, Phường Phú Hữu, Quận 9",Liên Phường,57,0.11805555555555555,0.05555555555555555,Budget
11.0,100.0,2,2,Unknown,Q.6,"Dự án Him Lam Chợ Lớn, Đường Hậu Giang, Phường 11, Quận 6",Hậu Giang,65,0.11,0.04,Budget
10.0,60.0,2,2,Unknown,Q.11,"Đường Lạc Long Quân, Phường 10, Quận 11",Lạc Long Quân,71,0.16666666666666666,0.06666666666666667,Budget
10.0,65.0,2,2,Unknown,Q.11,"Đường Lạc Long Quân, Phường 10, Quận 11",Lạc Long Quân,89,0.15384615384615385,0.06153846153846154,Budget
14.0,115.0,2,2,Unknown,Q.8,"Đường Tạ Quang Bửu, Phường 5, Quận 8",Tạ Quang Bửu,36,0.12173913043478261,0.034782608695652174,Budget
5.0,26.0,0,0,Unknown,Q.12,"Dự án Hưng Ngân Garden Đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12",Tân Chánh Hiệp 21,95,0.19230769230769232,0.0,Budget
19.0,82.0,2,2,Unknown,Q.7,"Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7",Nguyễn Lương Bằng,56,0.23170731707317074,0.04878048780487805,Budget
11.0,70.0,2,2,Unknown,Q.9,"Đường Song Hành, Phường Phú Hữu, Quận 9",Song Hành,69,0.15714285714285714,0.05714285714285714,Budget
12.0,68.0,2,2,Unknown,Q.9,"Đường Song Hành, Phường Phú Hữu, Quận 9",Song Hành,51,0.17647058823529413,0.058823529411764705,Budget
12.0,103.0,2,2,Unknown,Q.11,"Đường Lạc Long Quân, Phường 5, Quận 11",Lạc Long Quân,66,0.11650485436893204,0.038834951456310676,Budget
13.0,83.0,2,2,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,46,0.1566265060240964,0.04819277108433735,Budget
13.0,83.0,0,0,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 1, Quận 4",Bến Vân Đồn,47,0.1566265060240964,0.0,Budget
14.0,92.0,3,2,Unknown,Q.11,"Đường Khuông Việt, Phường 1, Quận 11",Khuông Việt,85,0.15217391304347827,0.05434782608695652,Budget
9.5,69.0,3,2,Unknown,Q.9,"Dự án Vinhomes Grand Park, Đường D9, Phường Long Thạnh Mỹ, Quận 9",D9,55,0.13768115942028986,0.07246376811594203,Budget
24.0,80.0,2,2,Unknown,Q.3,"Đường Nguyễn Đình Chiểu, Phường 6, Quận 3",Nguyễn Đình Chiểu,46,0.3,0.05,Standard
12.0,70.0,0,0,Unknown,Q.9,"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9",Đỗ Xuân Hợp,28,0.17142857142857143,0.0,Budget
12.0,45.0,1,1,Unknown,Q.1,"Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1",Nguyễn Huệ,18,0.26666666666666666,0.044444444444444446,Standard
4.2,34.0,0,0,Unknown,Q.7,"Đường Số 79, Phường Tân Quy, Quận 7",Số 79,67,0.12352941176470589,0.0,Budget
2.5,28.0,0,0,Unknown,Q.Tân Phú,"Đường Lũy Bán Bích, Phường Tân Thành, Tân Phú",Lũy Bán Bích,156,0.08928571428571429,0.0,Budget
7.0,35.0,1,1,Unknown,Q.1,"Đường Lê Thánh Tôn, Phường Bến Thành, Quận 1",Lê Thánh Tôn,84,0.2,0.05714285714285714,Budget
12.0,60.0,0,0,Unknown,Q.3,"Đường Nguyễn Thiện Thuật, Phường 2, Quận 3",Nguyễn Thiện Thuật,64,0.2,0.0,Budget
10.0,73.0,2,2,Unknown,Q.12,"Đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12",Tân Thới Nhất 17,68,0.136986301369863,0.0547945205479452,Budget
10.0,72.0,2,2,Unknown,Q.12,"Đường Dương Thị Giang, Phường Tân Thới Nhất, Quận 12",Dương Thị Giang,59,0.1388888888888889,0.05555555555555555,Budget
15.0,75.0,2,2,Unknown,Q.Phú Nhuận,"Đường Trương Quốc Dung, Phường 8, Phú Nhuận",Trương Quốc Dung,40,0.2,0.05333333333333334,Budget
9.0,72.0,0,0,Unknown,Q.8,"Đường Tạ Quang Bửu, Phường 5, Quận 8",Tạ Quang Bửu,79,0.125,0.0,Budget
20.0,120.0,2,2,Unknown,Q.1,"Đường Nguyễn Hữu Cầu, Phường Tân Định, Quận 1",Nguyễn Hữu Cầu,130,0.16666666666666666,0.03333333333333333,Budget
6.5,55.0,0,0,Unknown,Q.Phú Nhuận,"Đường Phan Tây Hồ, Phường 7, Phú Nhuận",Phan Tây Hồ,59,0.11818181818181818,0.0,Budget
26.0,108.0,0,0,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 13, Quận 4",Bến Vân Đồn,50,0.24074074074074073,0.0,Budget
23.0,100.0,0,0,Unknown,Q.5,"Đường An Dương Vương, Phường 4, Quận 5",An Dương Vương,44,0.23,0.0,Budget
11.0,52.0,0,0,Unknown,Q.10,"Đường Điện Biên Phủ, Phường 11, Quận 10",Điện Biên Phủ,18,0.21153846153846154,0.0,Budget
6.0,58.0,2,1,Unknown,Q.12,"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12",Thạnh Xuân 13,48,0.10344827586206896,0.05172413793103448,Budget
7.0,65.0,2,2,Unknown,Q.12,"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12",Thạnh Xuân 13,60,0.1076923076923077,0.06153846153846154,Budget
11.0,58.0,2,2,Unknown,Q.12,"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12",Thạnh Xuân 13,75,0.1896551724137931,0.06896551724137931,Budget
7.0,53.0,1,1,Unknown,Q.7,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7",Đào Trí,50,0.1320754716981132,0.03773584905660377,Budget
7.0,53.0,1,1,Unknown,Q.7,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7",Đào Trí,136,0.1320754716981132,0.03773584905660377,Budget
7.0,53.0,1,1,Unknown,Q.7,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7",Đào Trí,59,0.1320754716981132,0.03773584905660377,Budget
7.0,39.0,1,1,Unknown,Q.10,"Đường Tô Hiến Thành, Phường 13, Quận 10",Tô Hiến Thành,42,0.1794871794871795,0.05128205128205128,Budget
17.5,76.0,2,2,Unknown,Q.7,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7",Nguyễn Hữu Thọ,60,0.23026315789473684,0.05263157894736842,Budget
19.0,76.0,2,2,Unknown,Q.7,"Đường Mai Chí Thọ, Phường Tân Hưng, Quận 7",Mai Chí Thọ,44,0.25,0.05263157894736842,Standard
25.0,105.0,3,2,Unknown,Q.7,"Đường Mai Chí Thọ, Phường Tân Hưng, Quận 7",Mai Chí Thọ,47,0.23809523809523808,0.047619047619047616,Budget
14.0,105.0,3,2,Unknown,Q.8,"Đường Tạ Quang Bửu, Phường 5, Quận 8",Tạ Quang Bửu,36,0.13333333333333333,0.047619047619047616,Budget
16.0,85.0,0,0,Unknown,Q.11,"Đường Lạc Long Quân, Phường 3, Quận 11",Lạc Long Quân,63,0.18823529411764706,0.0,Budget
11.0,180.0,2,2,Unknown,Q.12,"Đường An Phú Đông 3, Phường An Phú Đông, Quận 12",An Phú Đông 3,69,0.06111111111111111,0.022222222222222223,Budget
22.0,75.0,2,2,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 6, Quận 4",Bến Vân Đồn,65,0.29333333333333333,0.05333333333333334,Standard
34.0,120.0,0,0,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 6, Quận 4",Bến Vân Đồn,50,0.2833333333333333,0.0,Standard
16.0,80.0,0,0,Unknown,Q.10,"Đường Thành Thái, Phường 14, Quận 10",Thành Thái,25,0.2,0.0,Budget
22.0,100.0,0,0,Unknown,Q.4,"Đường Bến Vân Đồn, Phường 6, Quận 4",Bến Vân Đồn,63,0.22,0.0,Budget
20.0,137.0,3,2,Unknown,Q.7,"Đường Đào Trí, Phường Phú Thuận, Quận 7",Đào Trí,62,0.145985401459854,0.0364963503649635,Budget
18.0,86.0,2,2,Unknown,Q.3,"55 Đường Bà Huyện Thanh Quan, Phường 6, Quận 3",Bà Huyện Thanh Quan,69,0.20930232558139536,0.046511627906976744,Budget
23.5,85.0,2,2,Unknown,Q.3,"53 Đường Bà Huyện Thanh Quan, Phường 6, Quận 3",Bà Huyện Thanh Quan,64,0.27647058823529413,0.047058823529411764,Standard
15.0,81.0,2,2,Unknown,Q.3,"Đường Trường Sa, Phường 12, Quận 3",Trường Sa,58,0.18518518518518517,0.04938271604938271,Budget
7.5,35.0,0,0,Unknown,Q.1,"Đường Hoàng Sa, Phường Đa Kao, Quận 1",Hoàng Sa,78,0.21428571428571427,0.0,Budget
5.2,35.0,1,1,Unknown,Q.Tân Bình,"Đường Hoàng Hoa Thám, Phường 13, Tân Bình",Hoàng Hoa Thám,42,0.14857142857142858,0.05714285714285714,Budget
